Non ho chiesto di parlare con un agente. Stavo per dire ciao a te,General_Greetings
Mi sei mancato.,General_Greetings
La gente non è maleducata?,General_Greetings
Hai trascorso una buona giornata?,General_Greetings
Ehi tutto a posto?,General_Greetings
Come ti senti?,General_Greetings
Ciao watson fornitore di informazioni,General_Greetings
"Ciao, ho dei problemi di navigazione nel vostro portale",General_Greetings
Ciao gemello informatico,General_Greetings
"Ciao, avrei bisogno di una vostra consulenza",General_Greetings
"Buonasera, ho qualche domanda da farle, posso ?",General_Greetings
Buongiorno Agent!,General_Greetings
"Che succede, fratello",General_Greetings
Vorrei essere messo in contatto con un essere umano.,General_Human_or_Bot
Chi sei?,General_Human_or_Bot
Cosa provi parlando con me?,General_Human_or_Bot
Di dove sei?,General_Human_or_Bot
Dietro un bot c'è un essere umano?,General_Human_or_Bot
Dimmi tre cose di te.,General_Human_or_Bot
E' la comunicazione con bot?,General_Human_or_Bot
Esisti in carne ed ossa?,General_Human_or_Bot
Esisti solo nel mondo virtuale?,General_Human_or_Bot
"In che tipo di relazione siamo, bot?",General_Human_or_Bot
In quanti siete?,General_Human_or_Bot
Mi passi un agente che non sia virtuale?,General_Human_or_Bot
Potresti passarmi una persona dal mondo reale?,General_Human_or_Bot
Preferisco essere connesso con una persona.,General_Human_or_Bot
Sarai onesto con me?,General_Human_or_Bot
Sei un essere umano oppure un bot?,General_Human_or_Bot
Sei vero?,General_Human_or_Bot
Sto parlando con un essere umano oppure con un bot?,General_Human_or_Bot
Sto parlando con Watson?,General_Human_or_Bot
Chi è questo?,General_Human_or_Bot
E' divertente la vita virtuale?,General_Jokes
Giochiamo finché non troviamo la soluzione?,General_Jokes
Hai il senso di umorismo?,General_Jokes
Ma la nostra conversazione è uno scherzo?,General_Jokes
Mi annoio.,General_Jokes
Mi racconti una barzelletta?,General_Jokes
Scrivimi la soluzione nei versi.,General_Jokes
Sei tu la barzelletta?,General_Jokes
Sei un bot divertente?,General_Jokes
Ti diverti ogni tanto?,General_Jokes
Ti piace scherzare?,General_Jokes
Un bot con I capelli rossi...,General_Jokes
Vuoi cantarmi la soluzione?,General_Jokes
mi faresti ridere?,General_Jokes
Conosci quella barzelletta?,General_Jokes
C'era una volta un bot...,General_Jokes
C'era una volta un problema con la connessione... Racconta una favola sulla rete.,General_Jokes
Che mi racconti di bello?,General_Jokes
Ci mettiamo a ballare per trovare la soluzione?,General_Jokes
Cosa mi racconti di divertente?,General_Jokes
Dimmi una barzelletta.,General_Jokes
"Non ho parole, davvero.",General_Negative_Feedback
Mi prendi in giro?,General_Negative_Feedback
Mascalzone!,General_Negative_Feedback
Ma non scherziamo!,General_Negative_Feedback
Mannaggia!,General_Negative_Feedback
Impossibile!,General_Negative_Feedback
Fottiti!,General_Negative_Feedback
Come cavolo posso parlare con una persona?,General_Negative_Feedback
Che stupido!,General_Negative_Feedback
Sono arrabbiato.,General_Negative_Feedback
Stronzo!,General_Negative_Feedback
Ti odio.,General_Negative_Feedback
Va a cagare!,General_Negative_Feedback
Vaffanculo!,General_Negative_Feedback
Cerca di essere piacevole.,General_Negative_Feedback
Brutta esperienza.,General_Negative_Feedback
Smettila!,General_Negative_Feedback
Sei scemo.,General_Negative_Feedback
Non mi piaci per niente.,General_Negative_Feedback
Non farmi incazzare!,General_Negative_Feedback
Sono affascinato!,General_Positive_Feedback
Sei un genio.,General_Positive_Feedback
"Sei stato bravo, sul serio.",General_Positive_Feedback
Sei saggio.,General_Positive_Feedback
"Sei in gamba, davvero!",General_Positive_Feedback
Sei bravissimo! Non posso crederci.,General_Positive_Feedback
Non vedo l'ora di collaborare di nuovo con te.,General_Positive_Feedback
Mi piace veramente.,General_Positive_Feedback
Mi hai colpito.,General_Positive_Feedback
Mi hai aiutato tantissimo.,General_Positive_Feedback
Magnifico!,General_Positive_Feedback
Grazie mille!,General_Positive_Feedback
Complimenti vivissimi!,General_Positive_Feedback
Complimenti!,General_Positive_Feedback
Benissimo!,General_Positive_Feedback
Bella storia!,General_Positive_Feedback
Sono contento.,General_Positive_Feedback
Sono soddisfatto.,General_Positive_Feedback
stupendo!,General_Positive_Feedback
Tante grazie!,General_Positive_Feedback
Accettate la carta di credito?,metodi_pagamento
Posso pagare in contanti?,metodi_pagamento
Accettate pagamenti con paypal?,metodi_pagamento
Posso usare il bancomat?,metodi_pagamento
Quali metodi di pagamento avete?,metodi_pagamento
Come posso pagare?,metodi_pagamento
Posso ordinare da mangiare?,seleziona_pizza
Ho proprio voglia di pizza stasera,seleziona_pizza
"Ho fame, vorrei cenare",seleziona_pizza
Potresti portami una pizza?,seleziona_pizza
Voglio una pizza margherita,seleziona_pizza
Vorrei ordinare una pizza,seleziona_pizza
Vorrei avere una pizza,seleziona_pizza
voglio registrarmi per gli sconti,sottoscrivi_tessera
vorrei iscrivermi al programma fedeltà,sottoscrivi_tessera
vorrei fare la vostra tessera,sottoscrivi_tessera
posso avere la vostra tessera?,sottoscrivi_tessera
vorrei registrarmi per avere sconti,sottoscrivi_tessera
Raccontami cosa c'è nel menu,spiegazione_menu
Quali pizze posso ordinare?,spiegazione_menu
Che pizze avete in menu?,spiegazione_menu
Quali sono le pizze disponibili stasera?,spiegazione_menu
Posso vedere l'elenco delle pizze?,spiegazione_menu
